Time(ms),MCB1,MCB2,DATA1,DATA2
0.0,-0.1647058823529406,-0.17647058823529704,0.054901960784314,-1.11764705882353
10.0,-0.1647058823529406,-0.17647058823529704,0.054901960784314,-1.11764705882353
20.0,-0.1647058823529406,-0.17647058823529704,0.018300653594771,-1.11764705882353
29.0,-0.1647058823529406,-0.17647058823529704,0.018300653594771,-1.11764705882353
40.0,-0.1647058823529406,-0.17647058823529704,0.018300653594771,-1.11764705882353
49.0,-0.1647058823529406,-0.17647058823529704,0.054901960784314,-1.11764705882353
60.0,-0.1647058823529406,-0.17647058823529704,0.091503267973856,-1.11764705882353
70.0,-0.1647058823529406,-0.17647058823529704,0.091503267973856,-1.11764705882353
80.0,-0.1647058823529406,-0.17647058823529704,0.091503267973856,-1.11764705882353
89.0,-0.05490196078431353,-0.17647058823529704,0.201307189542484,-1.11764705882353
99.0,0.1647058823529406,-0.17647058823529704,0.274509803921569,-1.11764705882353
109.0,0.3843137254901965,-0.17647058823529704,0.677124183006536,-1.11764705882353
120.0,0.3843137254901965,-0.17647058823529704,0.896732026143792,-1.11764705882353
130.0,0.6039215686274506,-0.17647058823529704,1.15294117647059,-1.11764705882353
140.0,0.9333333333333336,-0.17647058823529704,1.37254901960784,-1.11764705882353
150.0,1.2627450980392165,-0.17647058823529704,1.70196078431373,-1.11764705882353
158.0,1.2627450980392165,-0.17647058823529704,1.88496732026144,-1.11764705882353
168.0,1.4823529411764707,-0.17647058823529704,2.10457516339869,-1.11764705882353
177.0,1.5921568627450977,-0.17647058823529704,2.21437908496732,-1.11764705882353
187.0,1.8117647058823536,-0.17647058823529704,2.36078431372549,-1.11764705882353
197.0,1.8117647058823536,-0.17647058823529704,2.58039215686275,-1.11764705882353
207.0,1.8117647058823536,-0.17647058823529704,2.69019607843137,-1.11764705882353
217.0,1.8117647058823536,-0.17647058823529704,2.8,-1.11764705882353
227.0,1.8117647058823536,-0.17647058823529704,3.0562091503268,-1.11764705882353
237.0,1.8117647058823536,-0.17647058823529704,3.12941176470588,-1.11764705882353
247.0,1.9215686274509807,-0.17647058823529704,3.45882352941176,-1.11764705882353
257.0,1.9215686274509807,-0.17647058823529704,3.64183006535948,-1.11764705882353
267.0,2.0313725490196077,-0.17647058823529704,3.82483660130719,-1.11764705882353
276.0,2.690196078431372,-0.17647058823529704,4.08104575163399,-1.11764705882353
285.0,3.019607843137255,-0.17647058823529704,4.22745098039216,-1.11764705882353
295.0,3.568627450980392,-0.17647058823529704,4.44705882352941,-1.11764705882353
305.0,3.898039215686275,-0.17647058823529704,4.66666666666667,-1.11764705882353
314.0,4.337254901960785,-0.17647058823529704,4.7764705882353,-1.11764705882353
326.0,4.666666666666666,-0.17647058823529704,5.03267973856209,-1.11764705882353
333.0,4.776470588235295,-0.17647058823529704,5.2156862745098,-1.11764705882353
343.0,5.105882352941176,-0.17647058823529704,5.32549019607843,-1.11764705882353
352.0,5.325490196078432,-0.17647058823529704,5.50849673202615,-1.11764705882353
363.0,5.545098039215686,-0.17647058823529704,5.7281045751634,-1.11764705882353
372.0,5.764705882352942,-0.17647058823529704,5.83790849673203,-1.11764705882353
381.0,5.874509803921569,-0.17647058823529704,5.98431372549019,-1.11764705882353
392.0,6.094117647058823,-0.17647058823529704,6.05751633986928,-1.11764705882353
402.0,6.094117647058823,-0.17647058823529704,6.27712418300654,-1.11764705882353
412.0,6.313725490196078,-0.17647058823529704,6.56993464052288,-1.11764705882353
421.0,6.423529411764706,-0.17647058823529704,6.75294117647059,-1.11764705882353
